__time,/force/header/stamp/nanosec,/force/header/stamp/sec,/force/wrench/force/x,/force/wrench/force/y,/force/wrench/force/z,/force/wrench/torque/x,/force/wrench/torque/y,/force/wrench/torque/z
1766484450.768178,24537.000000000,1766484450.000000000,-14.900410202,-3.985284999,-0.228658539,0.267297994,0.370938061,0.231910951
1766484450.784284,24538.000000000,1766484450.000000000,-14.140185191,-3.602084518,-0.381097564,0.270352828,0.369405259,0.250463827
1766484450.800535,24539.000000000,1766484450.000000000,-15.128477705,-3.832004806,-0.381097564,0.270352828,0.372470863,0.235003097
1766484450.816653,24540.000000000,1766484450.000000000,-15.204500206,-3.602084518,-0.457317077,0.270352828,0.374003665,0.238095243
1766484450.832896,24541.000000000,1766484450.000000000,-14.900410202,-3.065603845,-0.304878051,0.270352828,0.369405259,0.241187389
1766484450.848198,24542.000000000,1766484450.000000000,-15.660635212,-3.755364710,-0.076219513,0.271880245,0.370938061,0.235003097
1766484450.864215,24543.000000000,1766484450.000000000,-14.140185191,-3.678724614,-0.457317077,0.267297994,0.377069269,0.247371681
1766484450.880216,24544.000000000,1766484450.000000000,-14.900410202,-3.065603845,-0.152439026,0.270352828,0.369405259,0.235003097
1766484450.896494,24545.000000000,1766484450.000000000,-15.128477705,-3.985284999,-0.228658539,0.267297994,0.370938061,0.235003097
1766484450.912523,24546.000000000,1766484450.000000000,-14.444275196,-3.832004806,-0.304878051,0.264243160,0.374003665,0.235003097
1766484450.928521,24547.000000000,1766484450.000000000,-15.052455204,-3.755364710,-0.228658539,0.267297994,0.369405259,0.238095243
1766484450.944803,24548.000000000,1766484450.000000000,-14.596320198,-3.985284999,-0.152439026,0.267297994,0.370938061,0.235003097
1766484450.961318,24549.000000000,1766484450.000000000,-14.748365200,-3.372164230,-0.304878051,0.267297994,0.367872457,0.250463827
1766484450.976956,24550.000000000,1766484450.000000000,-14.748365200,-3.525444422,-0.228658539,0.270352828,0.366339655,0.241187389
1766484450.992543,24551.000000000,1766484450.000000000,-14.748365200,-3.985284999,-0.381097564,0.271880245,0.374003665,0.238095243
1766484451.009438,24552.000000000,1766484451.000000000,-15.128477705,-3.678724614,-0.152439026,0.267297994,0.366339655,0.241187389
1766484451.025072,24553.000000000,1766484451.000000000,-14.900410202,-3.295524133,-0.381097564,0.270352828,0.364806853,0.241187389
1766484451.040655,24554.000000000,1766484451.000000000,-14.140185191,-3.908644903,-0.304878051,0.270352828,0.370938061,0.241187389
1766484451.057472,24555.000000000,1766484451.000000000,-15.508590210,-4.675045864,-0.304878051,0.267297994,0.374003665,0.235003097
1766484451.073376,24556.000000000,1766484451.000000000,-14.748365200,-3.525444422,-0.457317077,0.267297994,0.375536467,0.235003097
